eid,title,text,text_size,text_length,text_word_count,job_id,page_num,condition,highlighted_text,y,is_golden,worker_id,country,y_crowd,y_crowd_bin,decision_time,screen_height,screen_width,highlighting_quality,worker_participation
2-s2.0-80054943781,"The sense of coherence (SOC) as an important determinant of life satisfaction, based on own research, and exemplified by the students of University of the Third Age (U3A)","The SOC is an important determinant of life satisfaction of elderly people. It determines the level of coping with various difficult situations, which accompany an old age stage. The aim of the study was to determine the connection between the SOC levels and life satisfaction among the U3A students. Another analyzed relationship was the SOC level against the background of socio-demographic factors. The study comprised 257 students of the U3A in Poland, located in the city of Bydgoszcz. The study group consisted of 237 women and 20 men, at the average age of 64.54 ± 6.01 years. The vast majority of the study group included individuals at the secondary education level, as well as married individuals. Just over half of the group claimed to be in good health, and have no afflictions. All of the respondents were fully mobile. The study was conducted with the diagnostic poll method, using the standardized questionnaires: The Scale SOC-29, WHOQOL-Bref, and the Geriatric Depression Scale (GDS-bref version). The average value of global SOC was 128.77; the standard deviation 21.04; discrepancy 153 (minimum 50 and maximum 203). The SOC indicated significant relationship with quality of life (QoL) in the mental domain, social relationships, and environmental domain; no significant correlation in the physical domain was observed. The QOL reached about 70% of maximum result value, showing equal levels in its specific areas. A moderately decreasing (r= -0.375, p< 0.01) relation η= 0.376, between global SOC values and depression occurrence, as well as its non-existence was shown in the study. Individual SOC components were also negatively correlated with depression. Another observation was weak correlation between the sense of coherence and the individuals' level of education. No statistically significant effect of age, gender and marital status on the SOC levels of U3A students was found. Higher parameters of SOC and level of education shape significantly higher effects of life satisfaction, and result in better adaptation to old age stage as a phase of multiple challenges, and increasing life difficulties. © 2011 Elsevier Ireland Ltd.",long,2158,336,1349655,1,base,,0,True,9d6dcebc595775226c23878b3f5655dd50dce411,UKR,yes,1,302.193,627,1303,,1
2-s2.0-84878728077,"Internet use among older adults: Association with health needs, psychological capital, and social capital","Background: Previous studies have identified socioeconomic status and health status as predictors of older adults' computer and Internet use, but researchers have not examined the relationships between older adults' health needs and psychological capital (emotional well-being and self-efficacy) and social capital (social integration/ties and support networks) to different types of Internet use. Objective: This study examined (1) whether older adults' health conditions and psychological and social capital differentiate Internet users from nonusers, and (2) whether the Internet users differed in their types of Internet use on the basis of their health conditions and psychological and social capital. Methods: Data for this study came from the National Health and Aging Trends Study, which is based on a nationally representative sample of US Medicare beneficiaries aged 65 years and older. The sample for this study were those who resided in the community in their own or others' homes (N=6680). Binary logistic regression analysis was used to compare health needs, psychological capital, and social capital among (1) any type of Internet users and nonusers, (2) Internet users who engaged in health-related tasks and Internet users who did not, (3) Internet users who engaged in shopping/banking tasks and Internet users who did not, and (4) Internet users only used the Internet for email/texting and all other Internet users. Results: Depressive and anxiety symptoms, measures of psychological capital, were negatively associated with Internet use among older adults (odds ratio [OR] 0.83, 95% CI 0.70-0.98, P=.03 and OR 0.79, 95% CI 0.65-0.97, P=.03, respectively), whereas most measures of social capital were positively associated with Internet use. Having more chronic medical conditions and engaging in formal volunteering increased the odds of Internet use for health-related tasks by 1.15 (95% CI 1.08-1.23, P<.001) and 1.28 (95% CI 1.05-1.57, P=.02), respectively, but anxiety symptoms decreased the odds (OR 0.74, 95% CI 0.55-0.99, P=.05). Religious service attendance was negatively associated with Internet use for shopping/banking activities (OR 0.75, 95% CI 0.62-0.91, P=.01). Anxiety symptoms increased the odds of using the Internet only for emails/texting (OR 1.75, 95% CI 1.12-2.75, P=.02), but formal volunteering decreased the odds (OR 0.63, 95% CI 0.43-0.92, P=.02). Other correlates of Internet use solely for emails/texting were older age (80-84 years and ≥85 years), a black or ""other"" racial/ethnic background, a high school education or less than high school, and lower income. Conclusions: The findings point to the importance of social capital in facilitating older adults' learning and adoption of Internet technology. Older adults who used the Internet for email/texting purposes only were the most socially and economically disadvantaged group of Internet users. Computer/Internet training for older adults and computer/Internet use for various purposes need to consider the significant role their social capital can play.",long,3062,449,1349655,1,base,,1,True,9d6dcebc595775226c23878b3f5655dd50dce411,UKR,yes,1,77.99600000000001,627,1303,,1
2-s2.0-84887957045,Participatory design with seniors: Design of future services and iterative refinements of interactive eHealth services for old citizens,"Background: There is an increasing social isolation among the elderly today. This will be an even larger issue in the future with growing numbers of elderly and less resources, for example, in terms of economy and staff. Loneliness and social isolation can, however, be addressed in several ways using different interactive eHealth services. Objective: This case study investigated novel eHealth services for the elderly, and their usage of a social interactive device designed especially for them. Methods: In this work, we used an innovative mobile communication device connected to the television (TV), which worked as a remotely controlled large interactive screen. The device was tested by 8 volunteers who visited a senior center. They were between 65 and 80 years of age and lived in their own homes. Throughout the 1.5 year-long project, 7 design workshops were held with the seniors and the staff at the center. During these workshops, demands and preferences regarding existing and new services were gathered. At the end of the project the participants' experience of the device and of the services was elaborated in 3 workshops to get ideas for improved or new meaningful services. During the data analyses and development process, what seniors thought would be useful in relation to what was feasible was prioritized by the development company. Results: Regarding daily usage, the seniors reported that they mainly used the service for receiving information from the senior center and for communication with other participants in the group or with younger relatives. They also read information about events at the senior center and they liked to perform a weekly sent out workout exercise. Further, they played games such as Memory and Sudoku using the device. The service development focused on three categories of services: cognitive activities, social activities, and physical activities. A cognitive activity service that would be meaningful to develop was a game for practicing working memory. In the social activities category, the seniors wanted different quizzes and multi-player games. For physical activities, the seniors desired more workout exercises and suggestions for guided walking routes. A new category, ""information and news"", was suggested since they lacked services like senior-customized global and local news. Conclusions: This study showed the importance of input from a group of seniors when designing new services for elderly citizens. Besides input to interactive eHealth service development for seniors, this study showed the importance of a social context around such work. The seniors were very engaged throughout the project and workshops were frequently visited and the seniors became friends. The high amount of input from the seniors could be explained in terms of social inclusion; they belonged to a group and each member was considered important for the work. The friendly workshop atmosphere facilitated new ideas and redesign of the services. © Isabella Scandurra, Marie Sjölinder.",long,3032,466,1349655,1,base,,1,True,9d6dcebc595775226c23878b3f5655dd50dce411,UKR,yes,1,54.653,627,1303,,1
2-s2.0-84929402154,Care delivery frame: A home telehealth system based on social networking,"Purpose: Home telehealth systems generally focus on building connections between home environments and home telehealth service providers and place technical emphasis on establishing an information platform for health data transmission, storage, and analysis. Although useful vital sign monitoring equipment and information communication technologies are readily available, many researchers and businesses are still attempting to expand coverage, and expectations for widespread adoption of home telehealth services have not been realized in Taiwan. Lack of user motivation is the key. This research suggests a paradigm shift in home telehealth systems from provision of telehealth care to enhancing older adults' interpersonal communication and social participation. Method: The core of the system is a tablet on which the CDF (Core Delivery Frame) App is installed (Figure 1). Vital sign measurement data from various devices, are transmitted via Bluetooth to the tablet. Under the SSL and HTTPS data transmission security of Facebook, data are encrypted and then posted to the elderly adult's Facebook timeline by using the one touch data-upload button on the CDF App interface. Facebook also becomes the 'user interface' of CDF for younger persons and family members who are 'Facebook friends' of the elderly adult. Under Facebook privacy settings, children and family members can browse the elderly adult's vital sign measurement data and also post caring messages, photos, and videos using the regular Facebook App. The elderly adult is able to read these messages from Facebook displayed in the simplified user interface of the CDF App on the tablet. The professional caregiver, who is a 'Facebook friend' of the elderly adult, is allowed to use the 'Comm & Care' App installed on a smartphone to retrieve vital sign data stored in Facebook. The 'Comm & Care' App provides standard home telehealth functions, such as multiple user management, graphical display, data analysis and export, event alert, etc. In addition, data can be permanently deleted from the Facebook server, as indicated in an official announcement from Facebook. A total of ten elderly adults, age 55-79, who are not living with their children, participated in a user evaluation of CDF. Only one participant had experience with computers. Nine participants suffer hypertension and diabetes. The other has diabetes but not hypertension. The average number of interactions for the participants through CDF were collected for more than five months. This research used Qualitative Content Analysis (QCA) to obtain complete and straightforward user feedback. Results & Discussion: During the evaluation period, each participant had 1.79 to 3.50 CDF interactions per day in Facebook. CDF was well received by the elderly participants and their children as indicated by the increased motivation due to the inclusion of the elderly into social networking. Implementing telehealth functions in CDF consists of installing Apps only. Cost is minimal. CDF delivered tracking vital signs, providing health-care, and forming a small 'family social network'.",long,3119,469,1349655,1,base,,1,True,9d6dcebc595775226c23878b3f5655dd50dce411,UKR,yes,1,52.757,627,1303,,1
2-s2.0-84929406561,The demand for ecotourism based on age group with the changes of social structure for age groups and the importance of tourism,"Purpose: The market for tourism by aging adults is increasing. In recent years, ecotourism experiences and activities have become a favored outdoor activity by aging adults. People from 55 to 74 years of age are a relatively more active group in activities that encourage social relationships than has been true in the past1. Nevertheless, as the physical and mental abilities of older adults decline with age, they may have greater difficulty in using technologically advanced products. Thus, this study focused on understanding the use of technological products in ecotourism by an older adult group. The fundamental purposes of the study are: (i) to analyze the proportion of older adults using technological products in ecotourism; and (ii) to explore the aging group's demands for technological products during their ecotourism activities. Method: Based on the above goals, this study is divided into two stages. In the first stage, 46 elderly people were randomly chosen from Taiwan's intermediate elevation 'Sun Link Sea Resort' and eastern Taiwan's special ecological 'Taitung Forest Park' as well as 'Jhihben National Forest Recreation Area' to participate in a voluntary questionnaire and in-depth interviews, which focused on mobile devices and analyzed the classification of common mobile devices. The study attempted to determine which digital mobile products aging adults preferred. In the second stage, results of the first stage will be analyzed, and four elderly persons and two experts were invited for a return visit to participate as part of a focus group that will receive monetary compensation. Service design theory was used to organize the results. Results & Discussion: The first stage of research results showed how many of the 46 aging adults carried different mobile technological products with them during ecotourism are as follows: 25%, 7%, 29% and 3% carried only a smart phone, more traditional cell phone, a digital camera, or only a tablet PC, respectively; moreover, about 6% took both smart phones and digital cameras and 3% took both smart phones and tablet PCs. The second stage research results showed that the reason older adults used technological products during ecotourism included: (i) Recording: The aging group took photos either in the form of single person or in groups to record the current situation in order to recall emotions. (ii) Safety: Devices were needed to deal with emergencies such as getting lost; (iii) Knowledge: The aging group would like to know the name, age, habit and habitat, daily life and related everyday knowledge of various species of flora and fauna; (iv) Convenience: The technological products are multifunctional and convenient for the aging group to take; (v) Sharing: Older adults wanted to share the experiences of ecotourism in order to make stronger emotional connections to the current group and also to upload information on social networks and to use overseas SNS to share their experiences. The results of this study provide information related to the goals of older ecotourists and can guide the development and design of technological products in a way that enhances their usability for older adults and encourages them to engage in future ecotourism.",long,3240,509,1349655,1,base,,0,True,9d6dcebc595775226c23878b3f5655dd50dce411,UKR,yes,1,66.675,627,1303,,1
2-s2.0-84940639024,Long-term health outcomes and cost-effectiveness of a computer-tailored physical activity intervention among people aged over fifty: Modelling the results of a randomized controlled trial,"Background: Physical inactivity is a significant predictor of several chronic diseases, becoming more prevalent as people age. Since the aging population increases demands on healthcare budgets, effectively stimulating physical activity (PA) against acceptable costs is of major relevance. This study provides insight into long-term health outcomes and cost-effectiveness of a tailored PA intervention among adults aged over fifty. Methods: Intervention participants (N = 1729) received tailored advice three times within four months, targeting the psychosocial determinants of PA. The intervention was delivered in different conditions (i.e. print-delivered versus Web-based, and with or without additional information on local PA opportunities). In a clustered RCT, the effects of the different intervention conditions were compared to each other and to a control group. Effects on weekly Metabolic Equivalents (MET)-hours of PA obtained one year after the intervention started were extrapolated to long-term outcomes (5-year, 10-year and lifetime horizons) in terms of health effects and quality-adjusted life years (QALYs) and its effect on healthcare costs, using a computer simulation model. Combining the model outcomes with intervention cost estimates, this study provides insight into the long-term cost-effectiveness of the intervention. Incremental cost-effectiveness ratios (ICERs) were calculated. Results: For all extrapolated time horizons, the printed and the Web-based intervention resulted in decreased incidence numbers for diabetes, colon cancer, breast cancer, acute myocardial infarctions, and stroke and increased QALYs as a result of increased PA. Considering a societal Willingness-to-Pay of €20,000/QALY, on a lifetime horizon the printed (ICER = €7,500/QALY) as well as the Web-based interventions (ICER = €10,100/QALY) were cost-effective. On a 5-year time horizon, the Web-based intervention was preferred over the printed intervention. On a 10-year and lifetime horizon, the printed intervention was the preferred intervention condition, since the monetary savings of the Web-based intervention did no longer outweigh its lower effects. Adding environmental information resulted in a lower cost-effectiveness. Conclusion: A tailored PA intervention in a printed delivery mode, without environmental information, has the most potential for being cost-effective in adults aged over 50. ï¿½ 2014 Peels et al.",long,2435,335,1349655,1,base,,0,True,9d6dcebc595775226c23878b3f5655dd50dce411,UKR,yes,1,72.717,627,1303,,1
2-s2.0-84865446863,Early detection of dementia and ICT: Signs from practice,"Objective and research questions. Dementia is a growing challenge in our aging society. Often, persons close to older people at some point in time sense that 'something is wrong' (long) before dementia is actually diagnosed, but do not know how to act upon it. This may lead to situations where dementia progresses unnoticed, until it escalates, and people need sudden admission to a hospital or nursing home. Therefore the aim of this project was to develop the outlines of an ICT system to effectively register and interpret signs of potential dementia, in order to give proper care long before things get out of hand. Besides relatives, close friends and health care workers, also other persons or organizations that are involved with older persons could play a role in the early detection of dementia. Individual signs often do not elicit a call to action. The combination of signals from several sources into a central digital system might generate a more complete view of an individual's situation. This yielded the following research questions: 1. Who are the important social contacts in the network of older persons that might detect early signs of problems? 2. How do social contacts currently experience and process possible signs of dementia? 3. How do older persons and their social contacts perceive a solution like the one we are envisioning (a kind of 'digital central signaling system')? Methods. The social network of 12 older persons was studied with semi-structured interviews. Furthermore, 12 formal carers, 12 informal carers and eight family carers of persons with dementia were interviewed, in order to map experiences and processing of early signs of dementia. In addition, the attitude toward the envisioned system was studied. In an expert panel of 18 participants the results of the interviews were transformed into recommendations. These were subsequently tested in two focus group sessions with older persons. Results. Family plays a central role, both in the social network of older persons as well as in the early signaling of dementia. All persons involved in this study valued the idea of a dementia signaling system. There is some skepticism with respect to privacy matters among carers. Apart from signaling, there is also a great demand for tailor made information in the pre-diagnostic stage. All involved persons indicate the need for support, but they experience high barriers in taking the first steps and finding the right aid and information. Conclusion. An adaptive information system that also offers signaling possibilities will be more appropriate than an exclusive signaling system. Such a system needs to prevent stigmatization, should be demand driven, focused on empowerment rather than care, and managed by the user. An approach from the welfare perspective might be more successful than a disease-oriented approach. © 2011 The authors and IOS Press. All rights reserved.",long,2923,464,1349655,1,83%,"[[""<span class=\""highlighted\"" data-timestamp=\""1541176995875\"" style=\""background-color: rgb(255, 255, 123);\"" data-highlighted=\""true\""></span>"",""Therefore the aim of this project was to develop the outlines of an ICT system to effectively register and interpret signs of potential dementia, in order to give proper care long before things get out of hand. Besides relatives, close friends and health care workers, also other persons or organizations that are involved with older persons could play a role in the early detection of dementia."",""1"",423,395]]",0,True,83547778f3bc4656b2e7d9d159623a1e0b668a83,VEN,no,0,232.456,626,1349,good,1
2-s2.0-84880120348,Community-acquired pneumonia: Symptoms and burden of illness at diagnosis among US adults aged 50 years and older,"Purpose: Community-acquired pneumonia (CAP) is a leading cause of morbidity and mortality in older adults, yet few studies have comprehensively measured the burden of CAP symptoms and their impact from the patient perspective. Our Web-survey used the newly developed CAP burden of illness questionnaire (CAP-BIQ) designed to assess the presence of key symptoms, comorbid conditions affected by CAP, psychosocial impacts, productivity, and CAP-associated physician visits in US adults aged 50 years and older. Methods: The CAP-BIQ was developed from semi-structured one-on-one interviews and finalized after cognitive debriefings with recently diagnosed CAP patients. The CAP-BIQ was then administered to 500 survey participants with a CAP diagnosis within the past 120 days confirmed by chest imaging recruited from a Web-based panel. Analyses of survey results were weighted for national representativeness, and were compared between relevant age, hospitalization status, and pneumonia-risk subgroups. Results: The survey participants' mean age was 62.4 years; 45 % were men; and 39.6 % were hospitalized due to CAP. On average, the surveys were completed 56.9 days after pneumonia diagnosis. Nearly all participants reported tiredness, cough, body aches, weakness, shortness of breath, wheezing, and a weak appetite at the time of diagnosis (99.0, 96.8, 96.9, 94.1, 89.1, 85.8, and 78.5 %, respectively). There was generally greater symptom prevalence at diagnosis in younger, nonhospitalized, or high-risk subgroups when compared to their respective older, hospitalized, or low-risk counterparts. Most participants reported at least one cough-related and weakness-related impact on their daily life and activities from CAP. Over three quarters of the respondents (77.4 %) needed assistance from a friend or family member during their bout with pneumonia and a majority of respondents (83.6 %) were satisfied with the care they received from their doctors across the course of their illness. Conclusions: This study systematically assessed CAP symptoms and their impacts using the CAP-BIQ, a questionnaire with established content validity. At CAP diagnosis, the range of patient-reported symptoms was broader than previous studies have reported. Additionally, the overwhelming need for caregiver assistance demonstrates the burden this illness places on older adults. © 2013 Springer International Publishing Switzerland.",long,2424,345,1349655,1,83%,"[[""<span class=\""highlighted\"" data-timestamp=\""1541506611725\"" style=\""background-color: rgb(255, 255, 123);\"" data-highlighted=\""true\""></span>"",""Community-acquired pneumonia (CAP) is a leading cause of morbidity and mortality in older adults"",""1"",22,96],[""<span class=\""highlighted\"" data-timestamp=\""1541506626896\"" style=\""background-color: rgb(255, 255, 123);\"" data-highlighted=\""true\""></span>"",""CAP burden of illness questionnaire (CAP-BIQ) designed to assess the presence of key symptoms"",""3"",162,93],[""<span class=\""highlighted\"" data-timestamp=\""1541506599049\"" style=\""background-color: rgb(255, 255, 123);\"" data-highlighted=\""true\""></span>"",""This study systematically assessed CAP symptoms and their impacts using the CAP-BIQ, a questionnaire with established content validity."",""5"",1647,135]]",0,True,83547778f3bc4656b2e7d9d159623a1e0b668a83,VEN,no,0,27.381999999999998,626,1349,good,1
2-s2.0-84883400599,Internet use frequency and patient-centered care: Measuring patient preferences for participation using the health information wants questionnaire,"Background: The Internet is bringing fundamental changes to medical practice through improved access to health information and participation in decision making. However, patient preferences for participation in health care vary greatly. Promoting patient-centered health care requires an understanding of the relationship between Internet use and a broader range of preferences for participation than previously measured. Objective: To explore (1) whether there is a significant relationship between Internet use frequency and patients' overall preferences for obtaining health information and decision-making autonomy, and (2) whether the relationships between Internet use frequency and information and decision-making preferences differ with respect to different aspects of health conditions. Methods: The Health Information Wants Questionnaire (HIWQ) was administered to gather data about patients' preferences for the (1) amount of information desired about different aspects of a health condition, and (2) level of decision-making autonomy desired across those same aspects. Results: The study sample included 438 individuals: 226 undergraduates (mean age 20; SD 2.15) and 212 community-dwelling older adults (mean age 72; SD 9.00). A significant difference was found between the younger and older age groups' Internet use frequencies, with the younger age group having significantly more frequent Internet use than the older age group (younger age group mean 5.98, SD 0.33; older age group mean 3.50, SD 2.00; t436=17.42, P<.01). Internet use frequency was positively related to the overall preference rating (γ=.15, P<.05), suggesting that frequent Internet users preferred significantly more information and decision making than infrequent Internet users. The relationships between Internet use frequency and different types of preferences varied: compared with infrequent Internet users, frequent Internet users preferred more information but less decision making for diagnosis (γ=.57, P<.01); more information and more decision-making autonomy for laboratory test (γ=.15, P<.05), complementary and alternative medicine (γ=.32, P<.01), and self-care (γ=.15, P<.05); and less information but more decision-making autonomy for the psychosocial (γ=-.51, P<.01) and health care provider (γ=-.27, P<.05) aspects. No significant difference was found between frequent and infrequent Internet users in their preferences for treatment information and decision making. Conclusions: Internet use frequency has a positive relationship with the overall preferences for obtaining health information and decision-making autonomy, but its relationship with different types of preferences varies. These findings have important implications for medical practice. © Bo Xie, Mo Wang, Robert Feldman, Le Zhou.",long,2798,379,1349655,1,83%,"[[""<span class=\""highlighted\"" data-timestamp=\""1541504673084\"" style=\""background-color: rgb(255, 255, 123);\"" data-highlighted=\""true\""></span>"",""Objective: To explore (1) whether there is a significant relationship between Internet use frequency and patients' overall preferences for obtaining health information and decision-making autonomy, and (2) whether the relationships between Internet use frequency and information and decision-making preferences differ with respect to different aspects of health conditions."",""1"",435,373]]",0,True,83547778f3bc4656b2e7d9d159623a1e0b668a83,VEN,yes,1,84.54899999999999,626,1349,good,1
2-s2.0-84919807805,Younger and older users' recognition of virtual agent facial expressions,"As technology advances, robots and virtual agents will be introduced into the home and healthcare settings to assist individuals, both young and old, with everyday living tasks. Understanding how users recognize an agent's social cues is therefore imperative, especially in social interactions. Facial expression, in particular, is one of the most common non-verbal cues used to display and communicate emotion in on-screen agents (Cassell et al., 2000). Age is important to consider because age-related differences in emotion recognition of human facial expression have been supported (Ruffman et al., 2008), with older adults showing a deficit for recognition of negative facial expressions. Previous work has shown that younger adults can effectively recognize facial emotions displayed by agents (Bartneck and Reichenbach, 2005; Courgeon et al., 2009, 2011; Breazeal, 2003); however, little research has compared in-depth younger and older adults' ability to label a virtual agent's facial emotions, an import consideration because social agents will be required to interact with users of varying ages. If such age-related differences exist for recognition of virtual agent facial expressions, we aim to understand if those age-related differences are influenced by the intensity of the emotion, dynamic formation of emotion (i.e., a neutral expression developing into an expression of emotion through motion), or the type of virtual character differing by human-likeness. Study 1 investigated the relationship between age-related differences, the implication of dynamic formation of emotion, and the role of emotion intensity in emotion recognition of the facial expressions of a virtual agent (iCat). Study 2 examined age-related differences in recognition expressed by three types of virtual characters differing by human-likeness (non-humanoid iCat, synthetic human, and human). Study 2 also investigated the role of configural and featural processing as a possible explanation for age-related differences in emotion recognition. First, our findings show age-related differences in the recognition of emotions expressed by a virtual agent, with older adults showing lower recognition for the emotions of anger, disgust, fear, happiness, sadness, and neutral. These age-related difference might be explained by older adults having difficulty discriminating similarity in configural arrangement of facial features for certain emotions; for example, older adults often mislabeled the similar emotions of fear as surprise. Second, our results did not provide evidence for the dynamic formation improving emotion recognition; but, in general, the intensity of the emotion improved recognition. Lastly, we learned that emotion recognition, for older and younger adults, differed by character type, from best to worst: human, synthetic human, and then iCat. Our findings provide guidance for design, as well as the development of a framework of age-related differences in emotion recognition. © 2014 Elsevier Ltd. All rights reserved.",long,3035,435,1349655,1,83%,"[[""<span class=\""highlighted\"" data-timestamp=\""1541459454263\"" style=\""background-color: rgb(255, 255, 123);\"" data-highlighted=\""true\""></span>"",""If such age-related differences exist for recognition of virtual agent facial expressions, we aim to understand if those age-related differences are influenced by the intensity of the emotion, dynamic formation of emotion (i.e., a neutral expression developing into an expression of emotion through motion), or the type of virtual character differing by human-likeness."",""1"",1120,369]]",0,True,83547778f3bc4656b2e7d9d159623a1e0b668a83,VEN,yes,1,50.903,626,1349,good,1
2-s2.0-84930331694,Older people going online: Its value and before-After evaluation of volunteer support,"Although Internet usage can benefit older people by reducing social isolation, increasing access to services, and improving health and well-being, only a minority are online. Barriers to Internet uptake include attitude and a lack of knowledge and help. We have evaluated volunteer support in helping older people go online. Knowing what value the Internet has been to older people who have just gone online should guide how it is ""sold"" to those remaining offline. Objective: Objectives of this study are (1) to assess the feasibility of recruiting volunteers aged 50 years and older and supporting them in helping people (ie, beneficiaries) aged 65 years and older go online, (2) to assess the impact of beneficiaries using the Internet on contacts with others, loneliness, and mental health, and (3) to assess the perceived value to beneficiaries of going online. Methods: Beneficiaries received help in using the Internet from 32 volunteers in one of two ways: (1) one-on-one in their own homes, receiving an average of 12 hours of help over eight visits, or (2) in small group sessions, receiving 12 hours of help over six visits. We assessed, at registration and follow-up, the number of contacts with others, using Lubben's 6-item Lubben Social Network Scale (LBNS-6), loneliness, using De Jong Gierveld's 6-item De Jong Gierveld loneliness scale (DJG-6), and mental well-being, using Tennant's Short Warwick-Edinburgh Mental Well-Being Scale (SWEMWBS). We also assessed how beneficiaries valued going online using a Social Return on Investment (SROI) approach by postal survey. Results: A total of 144 beneficiaries were recruited with the aim of helping them go online via one-on-one (n=58) or small group (n=86) sessions. Data through to follow-up were available on 76.4% (110/144) of participants. From baseline to follow-up, the number of contacts with others was significantly increased-LBNS-6, mean 13.7 to mean 17.6-loneliness scores were reduced-DJG-6, mean 2.38 to mean 1.80-and mental well-being improved-SWEMWBS, mean 24.06 to mean 24.96. Out of six options, beneficiaries valued better communication with family and friends most and better health care least as a benefit of using the Internet. Out of nine options, having the Internet was valued less than having TV, but more than, for example, having a weekly visit from a cleaner. There were no associations between values placed on Internet use or volunteer help and psychological improvements. Conclusions: Volunteer help to go online seemed to result in increased social contacts, reduced loneliness, and improved mental well-being and was valued quite highly by beneficiaries. Although the use of the Internet for health care was the least valued, improved social contact can improve health. Contacting family is likely to be the best ""selling point"" of the Internet for older people.",long,2860,443,1349655,1,83%,"[[""<span class=\""highlighted\"" data-timestamp=\""1541500261229\"" style=\""background-color: rgb(255, 255, 123);\"" data-highlighted=\""true\""></span>"",""one-on-one in their own homes, receiving an average of 12 hours of help over eight visits"",""1"",982,89]]",1,True,83547778f3bc4656b2e7d9d159623a1e0b668a83,VEN,yes,1,65.505,626,1349,bad,1
2-s2.0-84938563749,Web-enabled conversational interactions as a method to improve cognitive functions: Results of a 6-week randomized controlled trial,"Introduction Increasing social interaction could be a promising intervention for improving cognitive function. We examined the feasibility of a randomized controlled trial to assess whether conversation-based cognitive stimulation through personal computers, webcams, and a user-friendly interactive Internet interface had high adherence and a positive effect on cognitive function among older adults without dementia. Methods Daily 30-minute face-to-face communications were conducted during a 6-week trial period in the intervention group. The control group received only a weekly telephone interview. The cognitive status of normal subjects and those with mild cognitive impairment was operationally defined as a global clinical dementia rating of 0 and 0.5, respectively. Age, sex, education, mini mental state examination score, and clinical dementia rating score were balancing factors in randomization. The subjects were recruited using mass-mailing invitations. The pre- to postintervention differences in the cognitive test scores and loneliness scores were compared between the control and intervention groups using linear regression models. Results Eighty-three subjects participated (41 in the intervention group and 42 in the control group). Their mean ± standard deviation age was 80.5 ± 6.8 years. Adherence to the protocol was high. There was no dropout and mean percentage of days completed of the targeted trial days among the intervention group was 89% (range 77%-100%). Among the cognitively intact participants, the intervention group improved more than did the control group on a semantic fluency test (P =.003) at the post-trial assessment and a phonemic fluency test (P =.004) at the 18-week assessments. Among those with mild cognitive impairment, a trend (P =.04) toward improved psychomotor speed was observed in the intervention group. Conclusion Daily conversations by way of user-friendly Internet communication programs demonstrated high adherence. Among the cognitively intact, the intervention group showed greater improvement in tests of language-based executive functions. Increasing daily social contacts through communication technologies could offer cost-effective home-based prevention methods. Additional studies with a longer follow-up duration are required to examine whether the intervention slows cognitive declines and delays the onset of dementia. © 2015 The Authors. Published by Elsevier Inc. on behalf of the Alzheimer's Association.",long,2482,345,1349655,1,83%,"[[""<span class=\""highlighted\"" data-timestamp=\""1541183430300\"" style=\""background-color: rgb(255, 255, 123);\"" data-highlighted=\""true\""></span>"",""Introduction Increasing social interaction could be a promising intervention for improving cognitive function. We examined the feasibility of a randomized controlled trial to assess whether conversation-based cognitive stimulation through personal computers, webcams, and a user-friendly interactive Internet interface had high adherence and a positive effect on cognitive function among older adults without dementia. Methods Daily 30-minute face-to-face communications were"",""1"",13,475]]",1,True,83547778f3bc4656b2e7d9d159623a1e0b668a83,VEN,no,0,53.358000000000004,626,1349,good,1
